Date,Comment,tokens_stopword,clean_text,stemmed
2025-12-04T14:27:38Z,"['tambah', 'jam', 'lagi', 'bisa', 'nggak', 'podcast', 'nya', 'tidak', 'berasa', 'jam', 'secepat', 'ini', 'karena', 'terlalu', 'nyimak']","['tambah', 'jam', 'podcast', 'tidak', 'berasa', 'jam', 'secepat', 'terlalu', 'nyimak']",tambah jam podcast tidak berasa jam secepat terlalu nyimak,tambah jam podcast tidak asa jam cepat terlalu nyimak
2025-12-04T14:23:21Z,"['terima', 'kasih', 'pak']","['terima', 'kasih']",terima kasih,terima kasih
2025-12-04T14:22:35Z,"['jam', 'ngomong', 'kayak', 'lagi', 'ujian', 'skripsi', 'pakai', 'bahasa', 'tehnis', 'apa', 'tidak', 'capek', 'yah']","['jam', 'ngomong', 'kayak', 'ujian', 'skripsi', 'pakai', 'bahasa', 'tehnis', 'apa', 'tidak', 'capek', 'yah']",jam ngomong kayak ujian skripsi pakai bahasa tehnis apa tidak capek yah,jam ngomong kayak uji skripsi pakai bahasa tehnis apa tidak capek yah
2025-12-04T14:22:00Z,"['pencerahannya', 'goodjob']","['pencerahannya', 'goodjob']",pencerahannya goodjob,cerah goodjob
2025-12-04T14:20:35Z,"['sambil', 'screen', 'saham', 'sambil', 'dengerin', 'channel', 'para', 'ekonom', 'ini']","['screen', 'saham', 'dengerin', 'channel', 'ekonom']",screen saham dengerin channel ekonom,screen saham dengerin channel ekonom
2025-12-04T14:17:37Z,"['lpdp', 'tolong', 'jangan', 'dibatasi', 'umur']","['lpdp', 'jangan', 'dibatasi', 'umur']",lpdp jangan dibatasi umur,lpdp jangan batas umur
2025-12-04T14:16:49Z,"['indonesia', 'berkah', 'berkah', 'berkah', 'manfaat', 'untuk', 'dunia', 'akhirat', 'amin']","['indonesia', 'berkah', 'berkah', 'berkah', 'manfaat', 'dunia', 'akhirat', 'amin']",indonesia berkah berkah berkah manfaat dunia akhirat amin,indonesia berkah berkah berkah manfaat dunia akhirat amin
2025-12-04T14:15:50Z,"['undang', 'wapres', 'pak', 'gita']","['undang', 'wapres', 'gita']",undang wapres gita,undang wapres gita
2025-12-04T14:15:39Z,"['nonton', 'ini', 'berasa', 'ikut', 'hitung', 'uang', 'negara']","['nonton', 'berasa', 'ikut', 'hitung', 'uang', 'negara']",nonton berasa ikut hitung uang negara,nonton asa ikut hitung uang negara
2025-12-04T14:14:07Z,"['kayanua', 'baru', 'kali', 'ini', 'melihat', 'pak', 'gita', 'mendapatkan', 'quot', 'sparring', 'partner', 'quot', 'yang', 'sepadan']","['kayanua', 'baru', 'kali', 'melihat', 'gita', 'mendapatkan', 'sparring', 'partner', 'sepadan']",kayanua baru kali melihat gita mendapatkan sparring partner sepadan,kayanua baru kali lihat gita dapat sparring partner padan
2025-12-04T14:13:48Z,"['jelass', 'skolah', 'nya', 'wokwokwok']","['jelass', 'skolah', 'wokwokwok']",jelass skolah wokwokwok,jelass skolah wokwokwok
2025-12-04T14:09:53Z,"['kok', 'bsa', 'dlirik', 'pak', 'prabowo', 'orang', 'yang', 'perannya', 'dbalik', 'layar', 'gini', 'hebat']","['kok', 'bsa', 'dlirik', 'prabowo', 'orang', 'perannya', 'dbalik', 'layar', 'gini', 'hebat']",kok bsa dlirik prabowo orang perannya dbalik layar gini hebat,kok bsa dlirik prabowo orang peran dbalik layar gin hebat
2025-12-04T14:09:29Z,"['wkwk', 'sabar', 'pak']","['wkwk', 'sabar']",wkwk sabar,wkwk sabar
2025-12-04T14:37:08Z,"['btw', 'setuju', 'statement', 'pak', 'burbaya', 'sebenarnya', 'yang', 'menghambat', 'memang', 'pribumi', 'sendiri']","['btw', 'setuju', 'statement', 'burbaya', 'sebenarnya', 'menghambat', 'memang', 'pribumi', 'sendiri']",btw setuju statement burbaya sebenarnya menghambat memang pribumi sendiri,btw tuju statement burbaya benar hambat memang pribumi sendiri
2025-12-04T14:09:01Z,"['sangat', 'daging', 'semua']","['sangat', 'daging', 'semua']",sangat daging semua,sangat daging semua
2025-12-04T14:08:45Z,"['bocoram', 'nih', 'saham', 'geoyermal', 'bakal', 'naik']","['bocoram', 'nih', 'saham', 'geoyermal', 'bakal', 'naik']",bocoram nih saham geoyermal bakal naik,bocoram nih saham geoyermal bakal naik
2025-12-04T14:08:31Z,"['top', 'kelas']","['top', 'kelas']",top kelas,top kelas
2025-12-04T14:07:46Z,"['baru', 'lihat', 'menit', 'pembicaraan', 'nya', 'cerdas', 'anjir']","['baru', 'lihat', 'menit', 'pembicaraan', 'cerdas', 'anjir']",baru lihat menit pembicaraan cerdas anjir,baru lihat menit bicara cerdas anjir
2025-12-04T14:07:19Z,"['hadir', 'pembicaraannya', 'membuat', 'kita', 'optimis', 'untuk', 'indonesia', 'yang', 'maju']","['hadir', 'pembicaraannya', 'membuat', 'optimis', 'indonesia', 'maju']",hadir pembicaraannya membuat optimis indonesia maju,hadir bicara buat optimis indonesia maju
2025-12-04T14:05:49Z,"['pak', 'gita', 'tolong', 'undang', 'meteri', 'yang', 'lain', 'biar', 'kami', 'rakyat', 'tau', 'cara', 'kerja', 'mereka']","['gita', 'undang', 'meteri', 'biar', 'rakyat', 'tau', 'cara', 'kerja']",gita undang meteri biar rakyat tau cara kerja,gita undang meter biar rakyat tau cara kerja
2025-12-04T14:04:00Z,"['baru', 'liat', 'news', 'debat', 'orang', 'tolol', 'pas', 'liat', 'ini', 'lgs', 'seperti', 'makan', 'ikan', 'teri', 'dapat', 'ikan', 'tuna']","['baru', 'liat', 'news', 'debat', 'orang', 'tolol', 'pas', 'liat', 'lgs', 'makan', 'ikan', 'teri', 'ikan', 'tuna']",baru liat news debat orang tolol pas liat lgs makan ikan teri ikan tuna,baru liat news debat orang tolol pas liat lgs makan ikan teri ikan tuna
2025-12-04T14:03:03Z,"['bangga', 'saya', 'dengarnya', 'obrolan', 'mereka', 'demi', 'indonesia']","['bangga', 'dengarnya', 'obrolan', 'indonesia']",bangga dengarnya obrolan indonesia,bangga dengar obrol indonesia
2025-12-04T14:02:01Z,"['pak', 'saya', 'mau', 'disekolahin']","['mau', 'disekolahin']",mau disekolahin,mau disekolahin
2025-12-04T13:59:45Z,"['saya', 'merasa', 'bodoh']","['merasa', 'bodoh']",merasa bodoh,rasa bodoh
2025-12-04T13:59:41Z,"['indonesia', 'ini', 'bukan', 'kurang', 'orang', 'pinter', 'tapi', 'kurang', 'orang', 'jujur', 'manja', 'diternak', 'bansos', 'masih', 'muda', 'dapat', 'bansos', 'tidak', 'dibina', 'yang', 'puny', 'kemauan']","['indonesia', 'bukan', 'kurang', 'orang', 'pinter', 'kurang', 'orang', 'jujur', 'manja', 'diternak', 'bansos', 'muda', 'bansos', 'tidak', 'dibina', 'puny', 'kemauan']",indonesia bukan kurang orang pinter kurang orang jujur manja diternak bansos muda bansos tidak dibina puny kemauan,indonesia bukan kurang orang pinter kurang orang jujur manja ternak bansos muda bansos tidak bina puny mau
2025-12-04T13:59:40Z,"['akhirnya', 'saya', 'melihat', 'ada', 'menteri', 'yang', 'pinter']","['akhirnya', 'melihat', 'menteri', 'pinter']",akhirnya melihat menteri pinter,akhir lihat menteri pinter
2025-12-04T13:56:06Z,"['pak', 'maaf', 'infonya', 'wawancara', 'lpdp', 'hanya', 'mengutamakan', 'yang', 'berjilbab', 'putri', 'saya', 'lulusan', 'feb']","['maaf', 'infonya', 'wawancara', 'lpdp', 'mengutamakan', 'berjilbab', 'putri', 'lulusan', 'feb']",maaf infonya wawancara lpdp mengutamakan berjilbab putri lulusan feb,maaf info wawancara lpdp utama jilbab putri lulus feb
2025-12-04T13:53:59Z,"['terimkasih', 'banyak', 'pak', 'gita', 'dan', 'pak', 'purbaya', 'sangat', 'supersekali', 'diskusinya', 'mantap', 'pak', 'gita', 'wajib', 'ada', 'jilid', 'dua', 'nya', 'neh', 'dengan', 'pak', 'purbaya', 'lagi']","['terimkasih', 'banyak', 'gita', 'purbaya', 'sangat', 'supersekali', 'diskusinya', 'mantap', 'gita', 'wajib', 'jilid', 'neh', 'purbaya']",terimkasih banyak gita purbaya sangat supersekali diskusinya mantap gita wajib jilid neh purbaya,terimkasih banyak gita purbaya sangat supersekali diskusi mantap gita wajib jilid neh purbaya
2025-12-04T13:53:25Z,"['pak', 'kalau', 'nilai', 'tukar', 'mata', 'uang', 'gitu', 'gimana', 'cara', 'explainnya']","['kalau', 'nilai', 'tukar', 'mata', 'uang', 'gitu', 'gimana', 'cara', 'explainnya']",kalau nilai tukar mata uang gitu gimana cara explainnya,kalau nilai tukar mata uang gitu gimana cara explainnya
2025-12-04T13:53:00Z,"['ini', 'podcast', 'terbaik', 'yang', 'aku', 'tonton', 'dari', 'awal', 'sampai', 'akhir', 'tidak', 'aku', 'skip']","['podcast', 'terbaik', 'aku', 'tonton', 'awal', 'akhir', 'tidak', 'aku', 'skip']",podcast terbaik aku tonton awal akhir tidak aku skip,podcast baik aku tonton awal akhir tidak aku skip
2025-12-04T13:39:56Z,"['bahlil', 'perlu', 'diuji', 'dan', 'diundang', 'disini']","['bahlil', 'perlu', 'diuji', 'diundang', 'disini']",bahlil perlu diuji diundang disini,bahlil perlu uji undang sini
2025-12-04T13:39:36Z,"['seharusnya', 'bigini', 'semua', 'mentri', 'beri', 'penjelasa', 'narassi', 'yang', 'jelas']","['bigini', 'semua', 'mentri', 'beri', 'penjelasa', 'narassi', 'jelas']",bigini semua mentri beri penjelasa narassi jelas,bigini semua tri beri jasa narassi jelas
2025-12-04T13:39:19Z,"['terimakasih', 'pak', 'purbaya', 'atas', 'ilmunya', 'dan', 'terimakasih', 'pak', 'gita']","['terimakasih', 'purbaya', 'atas', 'ilmunya', 'terimakasih', 'gita']",terimakasih purbaya atas ilmunya terimakasih gita,terimakasih purbaya atas ilmu terimakasih gita
2025-12-04T13:38:21Z,"['kuliah', 'umum', 'ini']","['kuliah', 'umum']",kuliah umum,kuliah umum
2025-12-04T13:38:17Z,"['aduh', 'keren', 'banget', 'mewah', 'bsa', 'lebih', 'dalam', 'lagi', 'pembicaraan', 'soal', 'milton', 'friedman', 'john', 'maner', 'keynes', 'sampai', 'michael', 'hudson', 'perspektif', 'pak', 'purbaya', 'itu', 'menambah', 'wawasan']","['aduh', 'keren', 'banget', 'mewah', 'bsa', 'lebih', 'pembicaraan', 'soal', 'milton', 'friedman', 'john', 'maner', 'keynes', 'michael', 'hudson', 'perspektif', 'purbaya', 'menambah', 'wawasan']",aduh keren banget mewah bsa lebih pembicaraan soal milton friedman john maner keynes michael hudson perspektif purbaya menambah wawasan,aduh keren banget mewah bsa lebih bicara soal milton friedman john maner keynes michael hudson perspektif purbaya tambah wawas
2025-12-04T13:36:57Z,"['ini', 'baru', 'yang', 'namanya', 'the', 'podcast']","['baru', 'namanya', 'the', 'podcast']",baru namanya the podcast,baru nama the podcast
2025-12-04T13:35:33Z,"['pak', 'gita', 'pak', 'purbaya', 'terimakasih']","['gita', 'purbaya', 'terimakasih']",gita purbaya terimakasih,gita purbaya terimakasih
2025-12-04T13:34:47Z,"['seorang', 'sopir', 'seperti', 'saya', 'bisa', 'mendengarkan', 'obrolan', 'orang', 'quot', 'hebat', 'ini']","['seorang', 'sopir', 'mendengarkan', 'obrolan', 'orang', 'hebat']",seorang sopir mendengarkan obrolan orang hebat,orang sopir dengar obrol orang hebat
2025-12-04T13:30:39Z,"['gibran', 'left', 'the', 'chat']","['gibran', 'left', 'the', 'chat']",gibran left the chat,gibran left the chat
2025-12-04T13:28:02Z,"['teman', 'yang', 'menonton', 'dan', 'mendengarkan', 'semoga', 'literasinya', 'bertambah', 'dan', 'membuat', 'anda', 'sekalian', 'bisa', 'lebih', 'memahami', 'dan', 'bersikap']","['teman', 'menonton', 'mendengarkan', 'semoga', 'literasinya', 'bertambah', 'membuat', 'sekalian', 'lebih', 'memahami', 'bersikap']",teman menonton mendengarkan semoga literasinya bertambah membuat sekalian lebih memahami bersikap,teman tonton dengar moga literasinya tambah buat sekali lebih paham sikap
2025-12-04T13:23:31Z,"['yang', 'nanya', 'ahli', 'yang', 'jawab', 'ahli', 'yang', 'nonton', 'bengong']","['nanya', 'ahli', 'jawab', 'ahli', 'nonton', 'bengong']",nanya ahli jawab ahli nonton bengong,nanya ahli jawab ahli nonton bengong
2025-12-05T02:05:37Z,['wkwkwk'],['wkwkwk'],wkwkwk,wkwkwk
2025-12-05T07:30:09Z,"['dongeng', 'sebelum', 'tidur']","['dongeng', 'tidur']",dongeng tidur,dongeng tidur
2025-12-08T15:12:24Z,"['apaan', 'kock', 'mknya', 'diperhatiin', 'ini', 'nyata', 'bkn', 'dongeng']","['apaan', 'kock', 'mknya', 'diperhatiin', 'nyata', 'bkn', 'dongeng']",apaan kock mknya diperhatiin nyata bkn dongeng,apa kock mknya diperhatiin nyata bkn dongeng
2025-12-04T13:22:37Z,"['sehat', 'president', 'prabowo', 'pak', 'gita', 'pak', 'purabaya', 'dan', 'orang', 'baik', 'lainnya', 'ameen']","['sehat', 'president', 'prabowo', 'gita', 'purabaya', 'orang', 'baik', 'lainnya', 'ameen']",sehat president prabowo gita purabaya orang baik lainnya ameen,sehat president prabowo gita purabaya orang baik lain ameen
2025-12-04T13:21:53Z,"['mentri', 'keuangan', 'dan', 'mantan', 'menteri', 'keuangan', 'misal', 'ini', 'wayang', 'seperti', 'percakapan', 'dikayangan', 'ekonomi']","['mentri', 'keuangan', 'mantan', 'menteri', 'keuangan', 'misal', 'wayang', 'percakapan', 'dikayangan', 'ekonomi']",mentri keuangan mantan menteri keuangan misal wayang percakapan dikayangan ekonomi,tri uang mantan menteri uang misal wayang cakap kayang ekonomi
2025-12-04T13:20:58Z,"['tlong', 'penemu', 'teknologi', 'disuport', 'juga', 'seperti', 'pembuat', 'mobil', 'listrik', 'yang', 'djegal', 'lulus', 'emisi', 'bukannya', 'suport', 'malah', 'dimatikan']","['tlong', 'penemu', 'teknologi', 'disuport', 'pembuat', 'mobil', 'listrik', 'djegal', 'lulus', 'emisi', 'bukannya', 'suport', 'malah', 'dimatikan']",tlong penemu teknologi disuport pembuat mobil listrik djegal lulus emisi bukannya suport malah dimatikan,tlong temu teknologi disuport buat mobil listrik djegal lulus emisi bukan suport malah mati
2025-12-04T13:19:30Z,"['ini', 'daging']",['daging'],daging,daging
2025-12-04T13:14:16Z,"['hahahahahhahahahahahahahahahahahha', 'sabi', 'sabi']","['hahahahahhahahahahahahahahahahahha', 'sabi', 'sabi']",hahahahahhahahahahahahahahahahahha sabi sabi,hahahahahhahahahahahahahahahahahha sabi sabi
2025-12-04T13:14:00Z,"['puas', 'dengerin', 'orang', 'pinter', 'saling', 'tangkap', 'gagasan', 'tidak', 'ada', 'yang', 'ngerasa', 'superior', 'apalagi', 'diskusi', 'kebangsaan', 'yang', 'tidak', 'pake', 'basa', 'basi', 'ala', 'politikus', 'bahasanya', 'simple', 'logika', 'berfikirnya', 'mudah', 'dicerna', 'yang', 'kompleks', 'mudah', 'dipahami', 'makasih', 'pak', 'pur', 'dan', 'pak', 'gita', 'just', 'made', 'day']","['puas', 'dengerin', 'orang', 'pinter', 'saling', 'tangkap', 'gagasan', 'tidak', 'ngerasa', 'superior', 'diskusi', 'kebangsaan', 'tidak', 'pake', 'basa', 'basi', 'ala', 'politikus', 'bahasanya', 'simple', 'logika', 'berfikirnya', 'mudah', 'dicerna', 'kompleks', 'mudah', 'dipahami', 'makasih', 'purbaya', 'gita', 'just', 'made', 'day']",puas dengerin orang pinter saling tangkap gagasan tidak ngerasa superior diskusi kebangsaan tidak pake basa basi ala politikus bahasanya simple logika berfikirnya mudah dicerna kompleks mudah dipahami makasih purbaya gita just made day,puas dengerin orang pinter saling tangkap gagas tidak ngerasa superior diskusi bangsa tidak pake basa basi ala politikus bahasa simple logika berfikirnya mudah cerna kompleks mudah paham makasih purbaya gita just made day
2025-12-04T13:12:29Z,"['gara', 'pak', 'pur', 'saya', 'mulai', 'mau', 'belajar', 'beli', 'saham', 'ada', 'uang', 'lebih', 'isi', 'lagi', 'modalnya', 'thanks', 'pak', 'pur']","['gara', 'purbaya', 'mulai', 'mau', 'belajar', 'beli', 'saham', 'uang', 'lebih', 'isi', 'modalnya', 'thanks', 'purbaya']",gara purbaya mulai mau belajar beli saham uang lebih isi modalnya thanks purbaya,gara purbaya mulai mau ajar beli saham uang lebih isi modal thanks purbaya
2025-12-04T14:16:03Z,"['bisa', 'beli', 'nominal', 'segitu']","['beli', 'nominal', 'segitu']",beli nominal segitu,beli nominal segitu
2025-12-04T14:19:06Z,"['bisa', 'minimal', 'lot', 'itu', 'ngisi', 'rekening', 'rdn', 'sampai', 'bisa', 'buat', 'beli', 'saham', 'lot']","['minimal', 'lot', 'ngisi', 'rekening', 'rdn', 'buat', 'beli', 'saham', 'lot']",minimal lot ngisi rekening rdn buat beli saham lot,minimal lot ngisi rekening rdn buat beli saham lot
2025-12-04T21:23:01Z,"['bang', 'saham', 'harganya', 'lot', 'ribuan', 'juga', 'ada']","['bang', 'saham', 'harganya', 'lot', 'ribuan']",bang saham harganya lot ribuan,bang saham harga lot ribu
2025-12-05T00:44:43Z,"['untuk', 'pemula', 'utamakan', 'saham', 'saham', 'bluechip', 'aja', 'dulu']","['pemula', 'utamakan', 'saham', 'saham', 'bluechip', 'aja', 'dulu']",pemula utamakan saham saham bluechip aja dulu,mula utama saham saham bluechip aja dulu
2025-12-05T10:38:47Z,"['aplikasinya', 'kak']","['aplikasinya', 'kak']",aplikasinya kak,aplikasi kak
2025-12-04T13:10:57Z,"['luar', 'biasa', 'nambah', 'ilmu', 'jam', 'terima', 'kasih', 'pak', 'gita', 'dan', 'pak', 'pur', 'semoga', 'allah', 'membalas', 'kebaikan', 'anda']","['luar', 'biasa', 'nambah', 'ilmu', 'jam', 'terima', 'kasih', 'gita', 'purbaya', 'semoga', 'allah', 'membalas', 'kebaikan']",luar biasa nambah ilmu jam terima kasih gita purbaya semoga allah membalas kebaikan,luar biasa nambah ilmu jam terima kasih gita purbaya moga allah balas baik
2025-12-04T13:10:48Z,"['pasti', 'selalu', 'ada', 'harapan', 'untuk', 'bangsa', 'ini']","['selalu', 'harapan', 'bangsa']",selalu harapan bangsa,selalu harap bangsa
2025-12-04T13:10:45Z,"['masyaallah', 'luarr', 'biasa', 'obrolan', 'ini', 'ada', 'rasa', 'beruntung', 'bisa', 'dengar', 'nonton', 'sehat', 'sllu', 'orang', 'pintar']","['masyaallah', 'luarr', 'biasa', 'obrolan', 'rasa', 'beruntung', 'dengar', 'nonton', 'sehat', 'sllu', 'orang', 'pintar']",masyaallah luarr biasa obrolan rasa beruntung dengar nonton sehat sllu orang pintar,masyaallah luarr biasa obrol rasa untung dengar nonton sehat sllu orang pintar
2025-12-04T13:10:31Z,"['saya', 'bahagia', 'mendengar', 'pendidikan', 'akan', 'dirubah', 'menjadi', 'lebih', 'baik', 'tidak', 'ada', 'negara', 'maju', 'tanpa', 'pendidikan', 'yang', 'baik']","['bahagia', 'mendengar', 'pendidikan', 'dirubah', 'menjadi', 'lebih', 'baik', 'tidak', 'negara', 'maju', 'pendidikan', 'baik']",bahagia mendengar pendidikan dirubah menjadi lebih baik tidak negara maju pendidikan baik,bahagia dengar didik rubah jadi lebih baik tidak negara maju didik baik
2025-12-04T13:10:03Z,"['jangar', 'hulu', 'aing', 'hahahaha']","['jangar', 'hulu', 'aing', 'hahahaha']",jangar hulu aing hahahaha,jangar hulu aing hahahaha
2025-12-04T13:07:56Z,"['menkeu', 'mungkin', 'merasa', 'tertantang', 'dan', 'dia', 'pasti', 'tau', 'siapa', 'gita', 'disitu', 'mankeu', 'akan', 'menunjukkan', 'disitu', 'kita', 'semakin', 'tau', 'klasnya', 'menkeu', 'purbaya']","['menkeu', 'mungkin', 'merasa', 'tertantang', 'tau', 'siapa', 'gita', 'disitu', 'mankeu', 'menunjukkan', 'disitu', 'semakin', 'tau', 'klasnya', 'menkeu', 'purbaya']",menkeu mungkin merasa tertantang tau siapa gita disitu mankeu menunjukkan disitu semakin tau klasnya menkeu purbaya,menkeu mungkin rasa tantang tau siapa gita situ mankeu tunjuk situ makin tau klasnya menkeu purbaya
2025-12-04T13:06:22Z,"['potret', 'pejabat', 'yang', 'kerja', 'buat', 'rakyat', 'dan', 'rakyat', 'bisa', 'merasakan', 'kerjanya', 'tulus', 'tidak', 'pake', 'tipu', 'tipu', 'omon', 'omon', 'pencitraan', 'kami', 'bersamamu', 'pak', 'purbaya']","['potret', 'pejabat', 'kerja', 'buat', 'rakyat', 'rakyat', 'merasakan', 'kerjanya', 'tulus', 'tidak', 'pake', 'tipu', 'tipu', 'omon', 'omon', 'pencitraan', 'bersamamu', 'purbaya']",potret pejabat kerja buat rakyat rakyat merasakan kerjanya tulus tidak pake tipu tipu omon omon pencitraan bersamamu purbaya,potret jabat kerja buat rakyat rakyat rasa kerja tulus tidak pake tipu tipu omon omon citra sama purbaya
2025-12-04T13:05:54Z,"['terimakasih', 'pak', 'gita', 'wirjawan']","['terimakasih', 'gita', 'wirjawan']",terimakasih gita wirjawan,terimakasih gita wirjawan
2025-12-04T13:03:00Z,"['saya', 'karyawan', 'dibawah', 'sistem', 'yang', 'tidak', 'jelas', 'tapi', 'saya', 'mengerti', 'dan', 'menikmati', 'obrolan', 'ini']","['karyawan', 'dibawah', 'sistem', 'tidak', 'jelas', 'mengerti', 'menikmati', 'obrolan']",karyawan dibawah sistem tidak jelas mengerti menikmati obrolan,karyawan bawah sistem tidak jelas erti nikmat obrol
2025-12-04T13:02:02Z,"['terimakasih', 'pak', 'gita', 'suguhan', 'obrolan', 'yang', 'sangat', 'bergizi', 'kerenn']","['terimakasih', 'gita', 'suguhan', 'obrolan', 'sangat', 'bergizi', 'kerenn']",terimakasih gita suguhan obrolan sangat bergizi kerenn,terimakasih gita suguh obrol sangat gizi kerenn
2025-12-04T13:01:39Z,"['saat', 'bingung', 'kenapa', 'sulit', 'dapat', 'kerja', 'dengar', 'podcast', 'ini', 'maka', 'kita', 'bisa', 'ukur', 'level', 'kita', 'dimana']","['bingung', 'sulit', 'kerja', 'dengar', 'podcast', 'ukur', 'level']",bingung sulit kerja dengar podcast ukur level,bingung sulit kerja dengar podcast ukur level
2025-12-04T13:01:08Z,"['pembicaraan', 'yang', 'sangat', 'cerdas', 'anda', 'bener', 'orang', 'cerdas', 'dan', 'jawabannya', 'selalu', 'bisa', 'diterima', 'akal', 'jika', 'semua', 'mentri', 'seperti', 'beliau', 'saya', 'yakin', 'nkri', 'akan', 'menjadi', 'negara', 'maju', 'dengan', 'pesat']","['pembicaraan', 'sangat', 'cerdas', 'bener', 'orang', 'cerdas', 'jawabannya', 'selalu', 'diterima', 'akal', 'semua', 'mentri', 'beliau', 'yakin', 'nkri', 'menjadi', 'negara', 'maju', 'pesat']",pembicaraan sangat cerdas bener orang cerdas jawabannya selalu diterima akal semua mentri beliau yakin nkri menjadi negara maju pesat,bicara sangat cerdas bener orang cerdas jawab selalu terima akal semua tri beliau yakin nkri jadi negara maju pesat
2025-12-04T13:01:00Z,"['kalo', 'harus', 'bayar', 'nonton', 'ini', 'juga', 'akan', 'bayar', 'gilak']","['kalo', 'bayar', 'nonton', 'bayar', 'gilak']",kalo bayar nonton bayar gilak,kalo bayar nonton bayar gilak
2025-12-04T13:00:57Z,"['people', 'usually', 'pay', 'for', 'this']","['people', 'usually', 'pay', 'for', 'this']",people usually pay for this,people usually pay for this
2025-12-04T12:58:32Z,"['belum', 'pernah', 'nonton', 'perbincangan', 'menteri', 'selugas', 'ini']","['pernah', 'nonton', 'perbincangan', 'menteri', 'selugas']",pernah nonton perbincangan menteri selugas,pernah nonton bincang menteri lugas
2025-12-04T12:55:41Z,"['videonya', 'bagus', 'banget', 'pak', 'gita', 'narasumber', 'dan', 'materi', 'yang', 'sangat', 'menarik']","['videonya', 'bagus', 'banget', 'gita', 'narasumber', 'materi', 'sangat', 'menarik']",videonya bagus banget gita narasumber materi sangat menarik,video bagus banget gita narasumber materi sangat tarik
2025-12-04T12:53:55Z,"['obrolan', 'yang', 'sangat', 'bermutu', 'good']","['obrolan', 'sangat', 'bermutu', 'good']",obrolan sangat bermutu good,obrol sangat mutu good
2025-12-04T12:52:59Z,"['mantap', 'pak', 'isinya', 'daging', 'semua']","['mantap', 'isinya', 'daging', 'semua']",mantap isinya daging semua,mantap isi daging semua
2025-12-04T12:51:51Z,"['harus', 'viral', 'bisa', 'maju']","['viral', 'maju']",viral maju,viral maju
2025-12-04T12:51:38Z,"['thanks', 'momentum', 'everything']","['thanks', 'momentum', 'everything']",thanks momentum everything,thanks momentum everything
2025-12-04T12:51:36Z,"['menteri', 'yang', 'sesuai', 'bidangnya', 'bukan', 'dari', 'partai']","['menteri', 'sesuai', 'bidangnya', 'bukan', 'partai']",menteri sesuai bidangnya bukan partai,menteri sesuai bidang bukan partai
2025-12-04T12:46:26Z,"['pak', 'purbaya', 'jago', 'bawa', 'investor', 'luar', 'tapi', 'pejabat', 'kita', 'nya', 'yang', 'sulit']","['purbaya', 'jago', 'bawa', 'investor', 'luar', 'pejabat', 'sulit']",purbaya jago bawa investor luar pejabat sulit,purbaya jago bawa investor luar jabat sulit
2025-12-04T12:47:20Z,"['orang', 'pintar', 'juga', 'kurang']","['orang', 'pintar', 'kurang']",orang pintar kurang,orang pintar kurang
2025-12-04T12:43:18Z,"['anggota', 'dpr', 'para', 'pejabat', 'harus', 'nonton', 'ini', 'pentingnya', 'ilmu', 'wawasan', 'dan', 'integritasjangan', 'asal', 'ngomong']","['anggota', 'dpr', 'pejabat', 'nonton', 'pentingnya', 'ilmu', 'wawasan', 'integritasjangan', 'asal', 'ngomong']",anggota dpr pejabat nonton pentingnya ilmu wawasan integritasjangan asal ngomong,anggota dpr jabat nonton penting ilmu wawas integritasjangan asal ngomong
2025-12-04T14:16:05Z,"['mereka', 'juga', 'tau', 'kok', 'tapi', 'mereka', 'bergerak', 'berdasarkan', 'kepentingan', 'bukan', 'berdasar', 'apa', 'yang', 'benar', 'dan', 'apa', 'yang', 'salah']","['tau', 'kok', 'bergerak', 'berdasarkan', 'kepentingan', 'bukan', 'berdasar', 'apa', 'benar', 'apa', 'salah']",tau kok bergerak berdasarkan kepentingan bukan berdasar apa benar apa salah,tau kok gerak dasar penting bukan dasar apa benar apa salah
2025-12-04T12:42:05Z,"['tiba', 'tiba', 'muncul', 'diberanda', 'walaupun', 'tidak', 'begitu', 'mengerti', 'tapi', 'suka', 'aja', 'liatnya']","['tiba', 'tiba', 'muncul', 'diberanda', 'walaupun', 'tidak', 'mengerti', 'suka', 'aja', 'liatnya']",tiba tiba muncul diberanda walaupun tidak mengerti suka aja liatnya,tiba tiba muncul beranda walaupun tidak erti suka aja liat
2025-12-04T12:38:20Z,"['hambatan', 'terbesar', 'angka', 'kita', 'quot', 'mega', 'surplus', 'politisi', 'quot', 'sampai', 'quot', 'defisit', 'teknokrat', 'quot']","['hambatan', 'terbesar', 'angka', 'mega', 'surplus', 'politisi', 'defisit', 'teknokrat']",hambatan terbesar angka mega surplus politisi defisit teknokrat,hambat besar angka mega surplus politis defisit teknokrat
2025-12-04T12:37:39Z,"['makan', 'tuh', 'filsafat']","['makan', 'tuh', 'filsafat']",makan tuh filsafat,makan tuh filsafat
2025-12-04T12:37:03Z,"['pas', 'ngomongin', 'whoosh', 'dia', 'terbata', 'dia', 'tau', 'rugi', 'dia', 'didalam', 'pemerintahan', 'goodjob', 'pur']","['pas', 'ngomongin', 'whoosh', 'terbata', 'tau', 'rugi', 'didalam', 'pemerintahan', 'goodjob', 'purbaya']",pas ngomongin whoosh terbata tau rugi didalam pemerintahan goodjob purbaya,pas ngomongin whoosh bata tau rugi dalam perintah goodjob purbaya
