Date,Comment,tokens_stopword,clean_text,stemmed
2025-12-04T12:36:59Z,"['nah', 'ini', 'baru', 'podcast', 'berkualitas', 'jangan', 'sampai', 'terulang', 'lagi', 'podcast', 'dengan', 'narsum', 'abal', 'spt', 'dokter', 'ryu', 'kemarin']","['nah', 'baru', 'podcast', 'berkualitas', 'jangan', 'terulang', 'podcast', 'narsum', 'abal', 'spt', 'dokter', 'ryu', 'kemarin']",nah baru podcast berkualitas jangan terulang podcast narsum abal spt dokter ryu kemarin,nah baru podcast kualitas jangan ulang podcast narsum abal spt dokter ryu kemarin
2025-12-04T12:35:19Z,"['saya', 'orang', 'biasa', 'yang', 'tidak', 'tahu', 'apa', 'apa', 'tapi', 'sangat', 'resep', 'saat', 'menyimak', 'nya', 'kalau', 'pak', 'purbaya', 'saya', 'memang', 'baru', 'kenal', 'tapi', 'gita', 'sudah', 'dari', 'zaman', 'sby', 'terima', 'kasih', 'kepada', 'kedua', 'bapak', 'bapak', 'semoga', 'sehat', 'selalu']","['orang', 'biasa', 'tidak', 'tahu', 'apa', 'apa', 'sangat', 'resep', 'menyimak', 'kalau', 'purbaya', 'memang', 'baru', 'kenal', 'gita', 'zaman', 'sby', 'terima', 'kasih', 'kedua', 'semoga', 'sehat', 'selalu']",orang biasa tidak tahu apa apa sangat resep menyimak kalau purbaya memang baru kenal gita zaman sby terima kasih kedua semoga sehat selalu,orang biasa tidak tahu apa apa sangat resep simak kalau purbaya memang baru kenal gita zaman sby terima kasih dua moga sehat selalu
2025-12-04T12:33:39Z,"['ada', 'tidak', 'pejabat', 'yang', 'tidak', 'mau', 'selain', 'keluarganya', 'aja', 'yang', 'maju']","['tidak', 'pejabat', 'tidak', 'mau', 'keluarganya', 'aja', 'maju']",tidak pejabat tidak mau keluarganya aja maju,tidak jabat tidak mau keluarga aja maju
2025-12-04T12:32:42Z,['kawin'],['kawin'],kawin,kawin
2025-12-04T12:31:44Z,"['ngeri', 'harusnya', 'nontonya', 'pakai', 'tiket', 'hehe']","['ngeri', 'harusnya', 'nontonya', 'pakai', 'tiket', 'hehe']",ngeri harusnya nontonya pakai tiket hehe,ngeri harus nontonya pakai tiket hehe
2025-12-04T12:31:25Z,"['obrolan', 'negara', 'maju', 'insyaallah', 'indonesia', 'akan', 'ada', 'titik', 'itu']","['obrolan', 'negara', 'maju', 'insyaallah', 'indonesia', 'titik']",obrolan negara maju insyaallah indonesia titik,obrol negara maju insyaallah indonesia titik
2025-12-04T12:31:03Z,"['pak', 'gita', 'thank', 'you', 'this', 'how', 'the', 'government', 'educate', 'people']","['gita', 'thank', 'you', 'this', 'how', 'the', 'government', 'educate', 'people']",gita thank you this how the government educate people,gita thank you this how the government educate people
2025-12-04T12:29:48Z,"['jujur', 'yang', 'ini', 'nyampee', 'normatif', 'capek', 'dengernya']","['jujur', 'nyampee', 'normatif', 'capek', 'dengernya']",jujur nyampee normatif capek dengernya,jujur nyampee normatif capek dengernya
2025-12-04T12:29:45Z,"['daging', 'nih', 'thank', 'you', 'pak', 'gita']","['daging', 'nih', 'thank', 'you', 'gita']",daging nih thank you gita,daging nih thank you gita
2025-12-04T12:29:20Z,"['semoga', 'ada', 'jilid']","['semoga', 'jilid']",semoga jilid,moga jilid
2025-12-04T12:26:48Z,"['purbaya', 'membuat', 'rakyat', 'pinter']","['purbaya', 'membuat', 'rakyat', 'pinter']",purbaya membuat rakyat pinter,purbaya buat rakyat pinter
2025-12-04T12:23:39Z,"['saya', 'dari', 'kementrian', 'yang', 'serius', 'menteri', 'keuangan']","['kementrian', 'serius', 'menteri', 'keuangan']",kementrian serius menteri keuangan,tri serius menteri uang
2025-12-04T12:23:33Z,"['juli', 'agustus', 'september', 'turun', 'oktober', 'naik', 'desember', 'turun', 'lagi', 'kasus', 'illegal', 'logging', 'penyebab', 'banjir']","['juli', 'agustus', 'september', 'turun', 'oktober', 'naik', 'desember', 'turun', 'kasus', 'illegal', 'logging', 'penyebab', 'banjir']",juli agustus september turun oktober naik desember turun kasus illegal logging penyebab banjir,juli agustus september turun oktober naik desember turun kasus illegal logging sebab banjir
2025-12-04T12:23:01Z,"['pejabat', 'menteri', 'dpr', 'terkecoh', 'oleh', 'sri', 'mulyani', 'sebab', 'apa', 'kehendak', 'diberi', 'oleh', 'sri', 'mulyani', 'dikonten', 'ibu', 'sri', 'mulyani', 'menteri', 'keuangan', 'terbaik', 'ternyata', 'ada', 'orang', 'yang', 'lebih', 'pintar', 'dan', 'jujur', 'ikhlas', 'nkri', 'pak', 'purbaya']","['pejabat', 'menteri', 'dpr', 'terkecoh', 'sri', 'mulyani', 'apa', 'kehendak', 'diberi', 'sri', 'mulyani', 'dikonten', 'ibu', 'sri', 'mulyani', 'menteri', 'keuangan', 'terbaik', 'ternyata', 'orang', 'lebih', 'pintar', 'jujur', 'ikhlas', 'nkri', 'purbaya']",pejabat menteri dpr terkecoh sri mulyani apa kehendak diberi sri mulyani dikonten ibu sri mulyani menteri keuangan terbaik ternyata orang lebih pintar jujur ikhlas nkri purbaya,jabat menteri dpr kecoh sri mulyani apa hendak beri sri mulyani konten ibu sri mulyani menteri uang baik nyata orang lebih pintar jujur ikhlas nkri purbaya
2025-12-04T23:39:02Z,"['nanti', 'terkecoh', 'lagi', 'loh']","['terkecoh', 'loh']",terkecoh loh,kecoh loh
2025-12-05T04:21:22Z,"['sri', 'mulyani', 'bekerja', 'dalam', 'dua', 'periode', 'masa', 'jokowi', 'sementara', 'purbaya', 'belum', 'satu', 'periode', 'berhentilah', 'menilai', 'dalam', 'sekejap', 'objektiflah', 'dalam', 'menilai']","['sri', 'mulyani', 'bekerja', 'periode', 'masa', 'jokowi', 'purbaya', 'satu', 'periode', 'berhentilah', 'menilai', 'sekejap', 'objektiflah', 'menilai']",sri mulyani bekerja periode masa jokowi purbaya satu periode berhentilah menilai sekejap objektiflah menilai,sri mulyani kerja periode masa jokowi purbaya satu periode henti nilai kejap objektif nilai
2025-12-05T13:37:36Z,"['sri', 'mulyani', 'bagus', 'tergantung', 'siapa', 'yang', 'mimpin', 'buktinya', 'jmn', 'pak', 'sby', 'kinerjanya', 'bagu']","['sri', 'mulyani', 'bagus', 'tergantung', 'siapa', 'mimpin', 'buktinya', 'jmn', 'sby', 'kinerjanya', 'bagu']",sri mulyani bagus tergantung siapa mimpin buktinya jmn sby kinerjanya bagu,sri mulyani bagus gantung siapa mimpin bukti jmn sby kerja bagu
2025-12-07T03:59:01Z,"['justru', 'pak', 'purbaya', 'baru', 'bekerja', 'kurang', 'dari', 'bulan', 'sudah', 'banyak', 'program', 'dan', 'kebijakan', 'serta', 'gebrakan', 'nya', 'sudah', 'nampak', 'sri', 'mulyani', 'kerja', 'tahun', 'kerjanya', 'ngutang', 'ngutang', 'ngutang', 'sampai', 'pajak', 'pajak', 'pajak', 'pertumbuhan', 'ekonomi', 'tidak', 'lebih', 'dari', 'ini', 'menunjukkan', 'apa', 'bro']","['justru', 'purbaya', 'baru', 'bekerja', 'kurang', 'bulan', 'banyak', 'program', 'kebijakan', 'gebrakan', 'nampak', 'sri', 'mulyani', 'kerja', 'tahun', 'kerjanya', 'ngutang', 'ngutang', 'ngutang', 'pajak', 'pajak', 'pajak', 'pertumbuhan', 'ekonomi', 'tidak', 'lebih', 'menunjukkan', 'apa', 'bro']",justru purbaya baru bekerja kurang bulan banyak program kebijakan gebrakan nampak sri mulyani kerja tahun kerjanya ngutang ngutang ngutang pajak pajak pajak pertumbuhan ekonomi tidak lebih menunjukkan apa bro,justru purbaya baru kerja kurang bulan banyak program bijak gebrak nampak sri mulyani kerja tahun kerja ngutang ngutang ngutang pajak pajak pajak tumbuh ekonomi tidak lebih tunjuk apa bro
2025-12-04T12:21:25Z,"['pak', 'purbaya', 'sekilas', 'wajahnya', 'mirip', 'ferdy', 'sambo', 'gaes']","['purbaya', 'sekilas', 'wajahnya', 'mirip', 'ferdy', 'sambo', 'gaes']",purbaya sekilas wajahnya mirip ferdy sambo gaes,purbaya kilas wajah mirip ferdy sambo gaes
2025-12-04T12:20:30Z,"['setelah', 'banyak', 'berseliweran', 'sekolah', 'itu', 'scam', 'dari', 'pembicaraan', 'ini', 'kita', 'harusnya', 'sadar', 'seberapa', 'pentingnya', 'sekolah', 'setinggi', 'tingginya']","['banyak', 'berseliweran', 'sekolah', 'scam', 'pembicaraan', 'harusnya', 'sadar', 'seberapa', 'pentingnya', 'sekolah', 'setinggi', 'tingginya']",banyak berseliweran sekolah scam pembicaraan harusnya sadar seberapa pentingnya sekolah setinggi tingginya,banyak seliwer sekolah scam bicara harus sadar berapa penting sekolah setinggi tinggi
2025-12-05T03:16:01Z,"['yang', 'ngomong', 'tidak', 'pernah', 'sekolah', 'tinggi', 'iyalah']","['ngomong', 'tidak', 'pernah', 'sekolah', 'tinggi', 'iyalah']",ngomong tidak pernah sekolah tinggi iyalah,ngomong tidak pernah sekolah tinggi iya
2025-12-05T07:37:31Z,"['sebagian', 'besar', 'yang', 'sekolah', 'masih', 'belum', 'tau', 'tujuan', 'mereka', 'sekolah', 'karena', 'cuma', 'ikut', 'perintah', 'atau', 'dorongan', 'status', 'sosial', 'coba', 'kalau', 'yang', 'sekolah', 'itu', 'memang', 'niat', 'menimba', 'ilmu', 'mungkin', 'kita', 'sudah', 'lebih', 'berkembang', 'lagi', 'dari', 'saat', 'ini', 'seperti', 'yang', 'dibilang', 'pak', 'pur', 'yang', 'pinter', 'pinter', 'malah', 'milih', 'untuk', 'keluar', 'dari', 'indonesia', 'mirisnya', 'negeri', 'ini']","['sebagian', 'besar', 'sekolah', 'tau', 'tujuan', 'sekolah', 'cuma', 'ikut', 'perintah', 'dorongan', 'status', 'sosial', 'coba', 'kalau', 'sekolah', 'memang', 'niat', 'menimba', 'ilmu', 'mungkin', 'lebih', 'berkembang', 'dibilang', 'purbaya', 'pinter', 'pinter', 'malah', 'milih', 'keluar', 'indonesia', 'mirisnya', 'negeri']",sebagian besar sekolah tau tujuan sekolah cuma ikut perintah dorongan status sosial coba kalau sekolah memang niat menimba ilmu mungkin lebih berkembang dibilang purbaya pinter pinter malah milih keluar indonesia mirisnya negeri,bagi besar sekolah tau tuju sekolah cuma ikut perintah dorong status sosial coba kalau sekolah memang niat timba ilmu mungkin lebih kembang bilang purbaya pinter pinter malah milih keluar indonesia miris negeri
2025-12-05T12:42:33Z,"['betul', 'ini', 'sekolah', 'bukan', 'scam', 'mengapa', 'pendidikan', 'penting', 'tapi', 'berkualiatas']","['betul', 'sekolah', 'bukan', 'scam', 'pendidikan', 'penting', 'berkualiatas']",betul sekolah bukan scam pendidikan penting berkualiatas,betul sekolah bukan scam didik penting berkualiatas
2025-12-06T00:00:32Z,"['sekolah', 'scam', 'buat', 'nyari', 'ternak', 'yang', 'lulus', 'sekolah', 'pakai', 'cerita', 'mimpi', 'segelintir', 'orang']","['sekolah', 'scam', 'buat', 'nyari', 'ternak', 'lulus', 'sekolah', 'pakai', 'cerita', 'mimpi', 'segelintir', 'orang']",sekolah scam buat nyari ternak lulus sekolah pakai cerita mimpi segelintir orang,sekolah scam buat nyari ternak lulus sekolah pakai cerita mimpi gelintir orang
2025-12-04T12:20:26Z,"['menteri', 'keuangan', 'menteri', 'perdagangan']","['menteri', 'keuangan', 'menteri', 'perdagangan']",menteri keuangan menteri perdagangan,menteri uang menteri dagang
2025-12-04T12:16:25Z,"['obrolan', 'berkualitas']","['obrolan', 'berkualitas']",obrolan berkualitas,obrol kualitas
2025-12-04T12:13:49Z,"['semoga', 'allah', 'mempermudah', 'hajat', 'bapak', 'berdua', 'amiin', 'amiin']","['semoga', 'allah', 'mempermudah', 'hajat', 'berdua', 'amiin', 'amiin']",semoga allah mempermudah hajat berdua amiin amiin,moga allah mudah hajat dua amiin amiin
2025-12-04T12:11:32Z,"['luar', 'biasa', 'spti', 'mendapat', 'pencerahan', 'ditengah', 'kegelapan', 'terima', 'kasih', 'pak', 'gita', 'dan', 'pak', 'purbawa']","['luar', 'biasa', 'spti', 'mendapat', 'pencerahan', 'ditengah', 'kegelapan', 'terima', 'kasih', 'gita', 'purbawa']",luar biasa spti mendapat pencerahan ditengah kegelapan terima kasih gita purbawa,luar biasa spti dapat cerah tengah gelap terima kasih gita purbawa
2025-12-04T12:11:05Z,"['seru', 'kalaudua', 'orang', 'pinter', 'bertemu', 'dalam', 'satu', 'meja', 'daging', 'semua']","['seru', 'kalaudua', 'orang', 'pinter', 'bertemu', 'satu', 'meja', 'daging', 'semua']",seru kalaudua orang pinter bertemu satu meja daging semua,seru kalaudua orang pinter temu satu meja daging semua
2025-12-04T12:10:39Z,"['ngeri', 'pak', 'purbaya', 'ini']","['ngeri', 'purbaya']",ngeri purbaya,ngeri purbaya
2025-12-04T12:06:29Z,"['sangat', 'mencerahkan', 'terima', 'kasih', 'pak', 'gita', 'pak', 'purbaya']","['sangat', 'mencerahkan', 'terima', 'kasih', 'gita', 'purbaya']",sangat mencerahkan terima kasih gita purbaya,sangat cerah terima kasih gita purbaya
2025-12-04T12:05:40Z,"['duo', 'mekanik', 'ekonomi', 'handal']","['duo', 'mekanik', 'ekonomi', 'handal']",duo mekanik ekonomi handal,duo mekanik ekonomi handal
2025-12-04T12:05:39Z,"['apa', 'apa']","['apa', 'apa']",apa apa,apa apa
2025-12-04T12:05:12Z,"['banyak', 'pak', 'purbaya', 'god', 'bless', 'sampai', 'sehat', 'sehat', 'pak', 'juga', 'untuk', 'pak', 'gita']","['banyak', 'purbaya', 'god', 'bless', 'sehat', 'sehat', 'gita']",banyak purbaya god bless sehat sehat gita,banyak purbaya god bless sehat sehat gita
2025-12-04T12:04:36Z,"['damn', 'love', 'this', 'discussion']","['damn', 'love', 'this', 'discussion']",damn love this discussion,damn love this discussion
2025-12-04T12:01:00Z,"['love', 'pak', 'pur', 'love', 'pak', 'gita']","['love', 'purbaya', 'love', 'gita']",love purbaya love gita,love purbaya love gita
2025-12-04T11:56:50Z,"['terpaksa', 'mikir', 'berat']","['terpaksa', 'mikir', 'berat']",terpaksa mikir berat,paksa mikir berat
2025-12-04T11:56:22Z,"['hal', 'positif', 'medsos', 'menyebarkn', 'wawasan', 'pengetahuan', 'yang', 'berguna', 'untuk', 'pola', 'pikir', 'mentalitas', 'yang', 'jeli', 'melihat', 'suatu', 'permasalahan', 'dalam', 'negeri']","['positif', 'medsos', 'menyebarkn', 'wawasan', 'pengetahuan', 'berguna', 'pola', 'pikir', 'mentalitas', 'jeli', 'melihat', 'suatu', 'permasalahan', 'negeri']",positif medsos menyebarkn wawasan pengetahuan berguna pola pikir mentalitas jeli melihat suatu permasalahan negeri,positif medsos menyebarkn wawas tahu guna pola pikir mentalitas jeli lihat suatu masalah negeri
2025-12-04T11:54:13Z,"['zulkifli', 'hasan', 'harusnya', 'malu', 'coba', 'contohlah', 'purbaya', 'dia', 'kompeten', 'dan', 'tidak', 'ngangkat', 'karung', 'tiba', 'tiba']","['zulkifli', 'hasan', 'harusnya', 'malu', 'coba', 'contohlah', 'purbaya', 'kompeten', 'tidak', 'ngangkat', 'karung', 'tiba', 'tiba']",zulkifli hasan harusnya malu coba contohlah purbaya kompeten tidak ngangkat karung tiba tiba,zulkifli hasan harus malu coba contoh purbaya kompeten tidak ngangkat karung tiba tiba
2025-12-04T11:53:43Z,"['idola', 'pak', 'purbaya', 'dan', 'pak', 'gita']","['idola', 'purbaya', 'gita']",idola purbaya gita,idola purbaya gita
2025-12-04T11:53:15Z,"['pak', 'gita', 'tidak', 'tanya', 'apa', 'bedax', 'injek', 'rupiah', 'dengan', 'cetak', 'rupiah', 'biar', 'ekonomi', 'jalan']","['gita', 'tidak', 'tanya', 'apa', 'bedax', 'injek', 'rupiah', 'cetak', 'rupiah', 'biar', 'ekonomi', 'jalan']",gita tidak tanya apa bedax injek rupiah cetak rupiah biar ekonomi jalan,gita tidak tanya apa bedax injek rupiah cetak rupiah biar ekonomi jalan
2025-12-04T11:50:13Z,"['senang', 'sekali', 'melihat', 'pembicaraan', 'orang', 'hebat']","['senang', 'sekali', 'melihat', 'pembicaraan', 'orang', 'hebat']",senang sekali melihat pembicaraan orang hebat,senang sekali lihat bicara orang hebat
2025-12-04T11:49:46Z,"['kameranya', 'mungkin', 'bisa', 'dimainkan', 'pak', 'zooming', 'agar', 'tidak', 'ngantuk']","['kameranya', 'mungkin', 'dimainkan', 'zooming', 'tidak', 'ngantuk']",kameranya mungkin dimainkan zooming tidak ngantuk,kamera mungkin main zooming tidak ngantuk
2025-12-04T11:48:49Z,"['tidak', 'salah', 'pak', 'prabowo', 'pilih', 'menteri', 'keuangan']","['tidak', 'salah', 'prabowo', 'pilih', 'menteri', 'keuangan']",tidak salah prabowo pilih menteri keuangan,tidak salah prabowo pilih menteri uang
2025-12-04T11:47:37Z,"['terpaksa', 'googling', 'dulu', 'apa', 'itu', 'dan']","['terpaksa', 'googling', 'dulu', 'apa']",terpaksa googling dulu apa,paksa googling dulu apa
2025-12-04T11:47:34Z,"['tetetp', 'perusuh', 'nya', 'dari', 'dalam', 'juga']","['tetetp', 'perusuh']",tetetp perusuh,tetetp rusuh
2025-12-04T11:41:55Z,"['obrolan', 'seureum', 'ekonom', 'teoritis', 'dan', 'praktik']","['obrolan', 'seureum', 'ekonom', 'teoritis', 'praktik']",obrolan seureum ekonom teoritis praktik,obrol seureum ekonom teoritis praktik
2025-12-04T11:41:50Z,"['ini', 'mah', 'bukan', 'podcast', 'tapi', 'diskusi', 'untuk', 'kemajuan', 'nkri']","['mah', 'bukan', 'podcast', 'diskusi', 'kemajuan', 'nkri']",mah bukan podcast diskusi kemajuan nkri,mah bukan podcast diskusi maju nkri
2025-12-04T11:39:54Z,['muantap'],['muantap'],muantap,muantap
2025-12-04T11:39:31Z,"['keren', 'nih']","['keren', 'nih']",keren nih,keren nih
2025-12-04T11:37:21Z,"['kapan', 'ngundang', 'gibrin', 'pak', 'gita']","['kapan', 'ngundang', 'gibrin', 'gita']",kapan ngundang gibrin gita,kapan ngundang gibrin gita
2025-12-04T11:33:22Z,"['guru', 'keuangan', 'menkeu', 'sekarang', 'ini', 'guru', 'hukum', 'pak', 'mahfud']","['guru', 'keuangan', 'menkeu', 'sekarang', 'guru', 'hukum', 'mahfud']",guru keuangan menkeu sekarang guru hukum mahfud,guru uang menkeu sekarang guru hukum mahfud
2025-12-04T11:33:10Z,"['merinding', 'pur', 'bismillah', 'semoga', 'sukses', 'terima', 'kasih', 'pak', 'gita']","['merinding', 'purbaya', 'bismillah', 'semoga', 'sukses', 'terima', 'kasih', 'gita']",merinding purbaya bismillah semoga sukses terima kasih gita,merinding purbaya bismillah moga sukses terima kasih gita
2025-12-04T11:29:28Z,"['daging', 'semua']","['daging', 'semua']",daging semua,daging semua
2025-12-04T11:27:25Z,"['beda', 'kualitas', 'pembicaraan', 'nya', 'dengan', 'bahlil']","['beda', 'kualitas', 'pembicaraan', 'bahlil']",beda kualitas pembicaraan bahlil,beda kualitas bicara bahlil
2025-12-04T11:21:26Z,"['saya', 'pengen', 'sekolah', 'lagi', 'pak', 'cuma', 'karena', 'dari', 'segi', 'financial', 'saya', 'kurang', 'jdi', 'ngak', 'mau', 'maksakan', 'diri', 'untuk', 'lanjut']","['pengen', 'sekolah', 'cuma', 'segi', 'financial', 'kurang', 'jdi', 'ngak', 'mau', 'maksakan', 'diri', 'lanjut']",pengen sekolah cuma segi financial kurang jdi ngak mau maksakan diri lanjut,ken sekolah cuma segi financial kurang jdi ngak mau maksakan diri lanjut
2025-12-04T12:29:57Z,"['bisa', 'semangatt', 'cari', 'beasiswa', 'semangatt']","['semangatt', 'cari', 'beasiswa', 'semangatt']",semangatt cari beasiswa semangatt,semangatt cari beasiswa semangatt
2025-12-04T11:20:38Z,"['roko', 'bisa', 'dkasih', 'pajak', 'yang', 'tinggi', 'kenapa', 'tambang', 'sawit', 'usaha', 'besar', 'yang', 'berhubungan', 'dengan', 'kerusakan', 'alam', 'tidak', 'dkasih', 'pajak', 'yang', 'tinggi']","['roko', 'dkasih', 'pajak', 'tinggi', 'tambang', 'sawit', 'usaha', 'besar', 'berhubungan', 'kerusakan', 'alam', 'tidak', 'dkasih', 'pajak', 'tinggi']",roko dkasih pajak tinggi tambang sawit usaha besar berhubungan kerusakan alam tidak dkasih pajak tinggi,roko dkasih pajak tinggi tambang sawit usaha besar hubung rusa alam tidak dkasih pajak tinggi
2025-12-04T11:19:13Z,"['keren', 'quot', 'ketidakpastian', 'harus', 'ditranslasikan', 'menjadi', 'risiko', 'quot']","['keren', 'ketidakpastian', 'ditranslasikan', 'menjadi', 'risiko']",keren ketidakpastian ditranslasikan menjadi risiko,keren ketidakpastian translasi jadi risiko
2025-12-04T11:15:21Z,"['ini', 'bukan', 'hanya', 'obrolan', 'daging', 'semua', 'ini', 'obrolan', 'menteri', 'semua']","['bukan', 'obrolan', 'daging', 'semua', 'obrolan', 'menteri', 'semua']",bukan obrolan daging semua obrolan menteri semua,bukan obrol daging semua obrol menteri semua
2025-12-04T11:14:40Z,"['mata', 'dan', 'telinga', 'serasa', 'dipijat', 'refleksi', 'karena', 'nonton', 'ini', 'setelah', 'capek', 'nontonin', 'banyak', 'blunder', 'pejabat', 'lain']","['mata', 'telinga', 'serasa', 'dipijat', 'refleksi', 'nonton', 'capek', 'nontonin', 'banyak', 'blunder', 'pejabat']",mata telinga serasa dipijat refleksi nonton capek nontonin banyak blunder pejabat,mata telinga serasa pijat refleksi nonton capek nontonin banyak blunder jabat
2025-12-04T11:13:33Z,"['inii', 'baruu', 'sparing', 'partner', 'yang', 'sepadan', 'penonton', 'berasaa', 'nonton', 'seminar', 'ekonomii', 'yang', 'isinyaa', 'daging', 'semua']","['inii', 'baruu', 'sparing', 'partner', 'sepadan', 'penonton', 'berasaa', 'nonton', 'seminar', 'ekonomii', 'isinyaa', 'daging', 'semua']",inii baruu sparing partner sepadan penonton berasaa nonton seminar ekonomii isinyaa daging semua,ini baruu sparing partner padan tonton berasaa nonton seminar ekonomi isinyaa daging semua
2025-12-04T11:11:01Z,"['krenn', 'obrolan', 'nya', 'berkelas', 'isinya', 'menyongsong', 'menuju', 'indonesia', 'emas']","['krenn', 'obrolan', 'berkelas', 'isinya', 'menyongsong', 'menuju', 'indonesia', 'emas']",krenn obrolan berkelas isinya menyongsong menuju indonesia emas,krenn obrol kelas isi songsong tuju indonesia emas
2025-12-04T11:08:59Z,"['podkes', 'wagyu']","['podkes', 'wagyu']",podkes wagyu,podkes wagyu
2025-12-04T11:07:07Z,"['mantap', 'ini']",['mantap'],mantap,mantap
2025-12-04T11:02:27Z,"['senang', 'dengan', 'semangat', 'pak', 'menkeu', 'semoga', 'selalu', 'amanah', 'pak']","['senang', 'semangat', 'menkeu', 'semoga', 'selalu', 'amanah']",senang semangat menkeu semoga selalu amanah,senang semangat menkeu moga selalu amanah
